"year","month","job","level","remote","turnover_rate"
1,11,"People Analyst",4,"No",7.21
2,11,"People Analyst",4,"No",7.52
3,11,"People Analyst",4,"No",6.75
4,11,"People Analyst",4,"No",7.09
5,11,"People Analyst",4,"No",10.7
1,12,"People Analyst",4,"No",8.13
2,12,"People Analyst",4,"No",8.44
3,12,"People Analyst",4,"No",7.67
4,12,"People Analyst",4,"No",8.01
5,12,"People Analyst",4,"No",11.62
1,1,"BI Developer",4,"No",4.71
2,1,"BI Developer",4,"No",5.02
3,1,"BI Developer",4,"No",4.25
4,1,"BI Developer",4,"No",4.59
5,1,"BI Developer",4,"No",8.2
1,2,"BI Developer",4,"No",6.03
2,2,"BI Developer",4,"No",6.34
3,2,"BI Developer",4,"No",5.57
4,2,"BI Developer",4,"No",5.91
5,2,"BI Developer",4,"No",9.52
1,3,"BI Developer",4,"No",6.77
2,3,"BI Developer",4,"No",7.08
3,3,"BI Developer",4,"No",6.31
4,3,"BI Developer",4,"No",6.65
5,3,"BI Developer",4,"No",10.26
1,4,"BI Developer",4,"No",7.05
2,4,"BI Developer",4,"No",7.36
3,4,"BI Developer",4,"No",6.59
4,4,"BI Developer",4,"No",6.93
5,4,"BI Developer",4,"No",10.54
1,5,"BI Developer",4,"No",6.99
2,5,"BI Developer",4,"No",7.3
3,5,"BI Developer",4,"No",6.53
4,5,"BI Developer",4,"No",6.87
5,5,"BI Developer",4,"No",10.48
1,6,"BI Developer",4,"No",6.71
2,6,"BI Developer",4,"No",7.02
3,6,"BI Developer",4,"No",6.25
4,6,"BI Developer",4,"No",6.59
5,6,"BI Developer",4,"No",10.2
1,7,"BI Developer",4,"No",6.33
2,7,"BI Developer",4,"No",6.64
3,7,"BI Developer",4,"No",5.87
4,7,"BI Developer",4,"No",6.21
5,7,"BI Developer",4,"No",9.82
1,8,"BI Developer",4,"No",5.97
2,8,"BI Developer",4,"No",6.28
3,8,"BI Developer",4,"No",5.51
4,8,"BI Developer",4,"No",5.85
5,8,"BI Developer",4,"No",9.46
1,9,"BI Developer",4,"No",5.75
2,9,"BI Developer",4,"No",6.06
3,9,"BI Developer",4,"No",5.29
4,9,"BI Developer",4,"No",5.63
5,9,"BI Developer",4,"No",9.24
1,10,"BI Developer",4,"No",5.79
2,10,"BI Developer",4,"No",6.1
3,10,"BI Developer",4,"No",5.33
4,10,"BI Developer",4,"No",5.67
5,10,"BI Developer",4,"No",9.28
1,11,"BI Developer",4,"No",6.21
2,11,"BI Developer",4,"No",6.52
3,11,"BI Developer",4,"No",5.75
4,11,"BI Developer",4,"No",6.09
5,11,"BI Developer",4,"No",9.7
1,12,"BI Developer",4,"No",7.13
2,12,"BI Developer",4,"No",7.44
3,12,"BI Developer",4,"No",6.67
4,12,"BI Developer",4,"No",7.01
5,12,"BI Developer",4,"No",10.62
1,1,"Insights Consultant",4,"No",6.21
2,1,"Insights Consultant",4,"No",6.52
3,1,"Insights Consultant",4,"No",5.75
4,1,"Insights Consultant",4,"No",6.09
5,1,"Insights Consultant",4,"No",9.7
1,2,"Insights Consultant",4,"No",7.53
2,2,"Insights Consultant",4,"No",7.84
3,2,"Insights Consultant",4,"No",7.07
4,2,"Insights Consultant",4,"No",7.41
5,2,"Insights Consultant",4,"No",11.02
1,3,"Insights Consultant",4,"No",8.27
2,3,"Insights Consultant",4,"No",8.58
3,3,"Insights Consultant",4,"No",7.81
4,3,"Insights Consultant",4,"No",8.15
5,3,"Insights Consultant",4,"No",11.76
1,4,"Insights Consultant",4,"No",8.55
2,4,"Insights Consultant",4,"No",8.86
3,4,"Insights Consultant",4,"No",8.09
4,4,"Insights Consultant",4,"No",8.43
5,4,"Insights Consultant",4,"No",12.04
1,5,"Insights Consultant",4,"No",8.49
2,5,"Insights Consultant",4,"No",8.8
3,5,"Insights Consultant",4,"No",8.03
4,5,"Insights Consultant",4,"No",8.37
5,5,"Insights Consultant",4,"No",11.98
1,6,"Insights Consultant",4,"No",8.21
2,6,"Insights Consultant",4,"No",8.52
3,6,"Insights Consultant",4,"No",7.75
4,6,"Insights Consultant",4,"No",8.09
5,6,"Insights Consultant",4,"No",11.7
1,7,"Insights Consultant",4,"No",7.83
2,7,"Insights Consultant",4,"No",8.14
3,7,"Insights Consultant",4,"No",7.37
4,7,"Insights Consultant",4,"No",7.71
5,7,"Insights Consultant",4,"No",11.32
1,8,"Insights Consultant",4,"No",7.47
2,8,"Insights Consultant",4,"No",7.78
3,8,"Insights Consultant",4,"No",7.01
4,8,"Insights Consultant",4,"No",7.35
5,8,"Insights Consultant",4,"No",10.96
1,9,"Insights Consultant",4,"No",7.25
2,9,"Insights Consultant",4,"No",7.56
3,9,"Insights Consultant",4,"No",6.79
4,9,"Insights Consultant",4,"No",7.13
5,9,"Insights Consultant",4,"No",10.74
1,10,"Insights Consultant",4,"No",7.29
2,10,"Insights Consultant",4,"No",7.6
3,10,"Insights Consultant",4,"No",6.83
4,10,"Insights Consultant",4,"No",7.17
5,10,"Insights Consultant",4,"No",10.78
1,11,"Insights Consultant",4,"No",7.71
2,11,"Insights Consultant",4,"No",8.02
3,11,"Insights Consultant",4,"No",7.25
4,11,"Insights Consultant",4,"No",7.59
5,11,"Insights Consultant",4,"No",11.2
1,12,"Insights Consultant",4,"No",8.63
2,12,"Insights Consultant",4,"No",8.94
3,12,"Insights Consultant",4,"No",8.17
4,12,"Insights Consultant",4,"No",8.51
5,12,"Insights Consultant",4,"No",12.12
1,1,"People Scientist",5,"No",3.42
2,1,"People Scientist",5,"No",3.73
3,1,"People Scientist",5,"No",2.97
4,1,"People Scientist",5,"No",3.3
5,1,"People Scientist",5,"No",6.91
1,2,"People Scientist",5,"No",4.74
2,2,"People Scientist",5,"No",5.05
3,2,"People Scientist",5,"No",4.29
4,2,"People Scientist",5,"No",4.62
5,2,"People Scientist",5,"No",8.23
1,3,"People Scientist",5,"No",5.48
2,3,"People Scientist",5,"No",5.79
3,3,"People Scientist",5,"No",5.03
4,3,"People Scientist",5,"No",5.36
5,3,"People Scientist",5,"No",8.97
1,4,"People Scientist",5,"No",5.76
2,4,"People Scientist",5,"No",6.07
3,4,"People Scientist",5,"No",5.31
4,4,"People Scientist",5,"No",5.64
5,4,"People Scientist",5,"No",9.25
1,5,"People Scientist",5,"No",5.7
2,5,"People Scientist",5,"No",6.01
3,5,"People Scientist",5,"No",5.25
4,5,"People Scientist",5,"No",5.58
5,5,"People Scientist",5,"No",9.19
1,6,"People Scientist",5,"No",5.42
2,6,"People Scientist",5,"No",5.73
3,6,"People Scientist",5,"No",4.97
4,6,"People Scientist",5,"No",5.3
5,6,"People Scientist",5,"No",8.91
1,7,"People Scientist",5,"No",5.04
2,7,"People Scientist",5,"No",5.35
3,7,"People Scientist",5,"No",4.59
4,7,"People Scientist",5,"No",4.92
5,7,"People Scientist",5,"No",8.53
1,8,"People Scientist",5,"No",4.68
2,8,"People Scientist",5,"No",4.99
3,8,"People Scientist",5,"No",4.23
4,8,"People Scientist",5,"No",4.56
5,8,"People Scientist",5,"No",8.17
1,9,"People Scientist",5,"No",4.46
2,9,"People Scientist",5,"No",4.77
3,9,"People Scientist",5,"No",4.01
4,9,"People Scientist",5,"No",4.34
5,9,"People Scientist",5,"No",7.95
1,10,"People Scientist",5,"No",4.5
2,10,"People Scientist",5,"No",4.81
3,10,"People Scientist",5,"No",4.05
4,10,"People Scientist",5,"No",4.38
5,10,"People Scientist",5,"No",7.99
1,11,"People Scientist",5,"No",4.92
2,11,"People Scientist",5,"No",5.23
3,11,"People Scientist",5,"No",4.47
4,11,"People Scientist",5,"No",4.8
5,11,"People Scientist",5,"No",8.41
1,12,"People Scientist",5,"No",5.84
2,12,"People Scientist",5,"No",6.15
3,12,"People Scientist",5,"No",5.39
4,12,"People Scientist",5,"No",5.72
5,12,"People Scientist",5,"No",9.33
1,1,"Data Engineer",5,"No",6.42
2,1,"Data Engineer",5,"No",6.73
3,1,"Data Engineer",5,"No",5.97
4,1,"Data Engineer",5,"No",6.3
5,1,"Data Engineer",5,"No",9.91
1,2,"Data Engineer",5,"No",7.74
2,2,"Data Engineer",5,"No",8.05
3,2,"Data Engineer",5,"No",7.29
4,2,"Data Engineer",5,"No",7.62
5,2,"Data Engineer",5,"No",11.23
1,3,"Data Engineer",5,"No",8.48
2,3,"Data Engineer",5,"No",8.79
3,3,"Data Engineer",5,"No",8.03
4,3,"Data Engineer",5,"No",8.36
5,3,"Data Engineer",5,"No",11.97
1,4,"Data Engineer",5,"No",8.76
2,4,"Data Engineer",5,"No",9.07
3,4,"Data Engineer",5,"No",8.31
4,4,"Data Engineer",5,"No",8.64
5,4,"Data Engineer",5,"No",12.25
1,5,"Data Engineer",5,"No",8.7
2,5,"Data Engineer",5,"No",9.01
3,5,"Data Engineer",5,"No",8.25
4,5,"Data Engineer",5,"No",8.58
5,5,"Data Engineer",5,"No",12.19
1,6,"Data Engineer",5,"No",8.42
2,6,"Data Engineer",5,"No",8.73
3,6,"Data Engineer",5,"No",7.97
4,6,"Data Engineer",5,"No",8.3
5,6,"Data Engineer",5,"No",11.91
1,7,"Data Engineer",5,"No",8.04
2,7,"Data Engineer",5,"No",8.35
3,7,"Data Engineer",5,"No",7.59
4,7,"Data Engineer",5,"No",7.92
5,7,"Data Engineer",5,"No",11.53
1,8,"Data Engineer",5,"No",7.68
2,8,"Data Engineer",5,"No",7.99
3,8,"Data Engineer",5,"No",7.23
4,8,"Data Engineer",5,"No",7.56
5,8,"Data Engineer",5,"No",11.17
1,9,"Data Engineer",5,"No",7.46
2,9,"Data Engineer",5,"No",7.77
3,9,"Data Engineer",5,"No",7.01
4,9,"Data Engineer",5,"No",7.34
5,9,"Data Engineer",5,"No",10.95
1,10,"Data Engineer",5,"No",7.5
2,10,"Data Engineer",5,"No",7.81
3,10,"Data Engineer",5,"No",7.05
4,10,"Data Engineer",5,"No",7.38
5,10,"Data Engineer",5,"No",10.99
1,11,"Data Engineer",5,"No",7.92
2,11,"Data Engineer",5,"No",8.23
3,11,"Data Engineer",5,"No",7.47
4,11,"Data Engineer",5,"No",7.8
5,11,"Data Engineer",5,"No",11.41
1,12,"Data Engineer",5,"No",8.84
2,12,"Data Engineer",5,"No",9.15
3,12,"Data Engineer",5,"No",8.39
4,12,"Data Engineer",5,"No",8.72
5,12,"Data Engineer",5,"No",12.33
1,1,"People Analyst",5,"No",5.42
2,1,"People Analyst",5,"No",5.73
3,1,"People Analyst",5,"No",4.97
4,1,"People Analyst",5,"No",5.3
5,1,"People Analyst",5,"No",8.91
1,2,"People Analyst",5,"No",6.74
2,2,"People Analyst",5,"No",7.05
3,2,"People Analyst",5,"No",6.29
4,2,"People Analyst",5,"No",6.62
5,2,"People Analyst",5,"No",10.23
1,3,"People Analyst",5,"No",7.48
2,3,"People Analyst",5,"No",7.79
3,3,"People Analyst",5,"No",7.03
4,3,"People Analyst",5,"No",7.36
5,3,"People Analyst",5,"No",10.97
1,4,"People Analyst",5,"No",7.76
2,4,"People Analyst",5,"No",8.07
3,4,"People Analyst",5,"No",7.31
4,4,"People Analyst",5,"No",7.64
5,4,"People Analyst",5,"No",11.25
1,5,"People Analyst",5,"No",7.7
2,5,"People Analyst",5,"No",8.01
3,5,"People Analyst",5,"No",7.25
4,5,"People Analyst",5,"No",7.58
5,5,"People Analyst",5,"No",11.19
1,6,"People Analyst",5,"No",7.42
2,6,"People Analyst",5,"No",7.73
3,6,"People Analyst",5,"No",6.97
4,6,"People Analyst",5,"No",7.3
5,6,"People Analyst",5,"No",10.91
1,7,"People Analyst",5,"No",7.04
2,7,"People Analyst",5,"No",7.35
3,7,"People Analyst",5,"No",6.59
4,7,"People Analyst",5,"No",6.92
5,7,"People Analyst",5,"No",10.53
1,8,"People Analyst",5,"No",6.68
2,8,"People Analyst",5,"No",6.99
3,8,"People Analyst",5,"No",6.23
4,8,"People Analyst",5,"No",6.56
5,8,"People Analyst",5,"No",10.17
1,9,"People Analyst",5,"No",6.46
2,9,"People Analyst",5,"No",6.77
3,9,"People Analyst",5,"No",6.01
4,9,"People Analyst",5,"No",6.34
5,9,"People Analyst",5,"No",9.95
1,10,"People Analyst",5,"No",6.5
2,10,"People Analyst",5,"No",6.81
3,10,"People Analyst",5,"No",6.05
4,10,"People Analyst",5,"No",6.38
5,10,"People Analyst",5,"No",9.99
1,11,"People Analyst",5,"No",6.92
2,11,"People Analyst",5,"No",7.23
3,11,"People Analyst",5,"No",6.47
4,11,"People Analyst",5,"No",6.8
5,11,"People Analyst",5,"No",10.41
1,12,"People Analyst",5,"No",7.84
2,12,"People Analyst",5,"No",8.15
3,12,"People Analyst",5,"No",7.39
4,12,"People Analyst",5,"No",7.72
5,12,"People Analyst",5,"No",11.33
1,1,"BI Developer",5,"No",4.42
2,1,"BI Developer",5,"No",4.73
3,1,"BI Developer",5,"No",3.97
4,1,"BI Developer",5,"No",4.3
5,1,"BI Developer",5,"No",7.91
1,2,"BI Developer",5,"No",5.74
2,2,"BI Developer",5,"No",6.05
3,2,"BI Developer",5,"No",5.29
4,2,"BI Developer",5,"No",5.62
5,2,"BI Developer",5,"No",9.23
1,3,"BI Developer",5,"No",6.48
2,3,"BI Developer",5,"No",6.79
3,3,"BI Developer",5,"No",6.03
4,3,"BI Developer",5,"No",6.36
5,3,"BI Developer",5,"No",9.97
1,4,"BI Developer",5,"No",6.76
2,4,"BI Developer",5,"No",7.07
3,4,"BI Developer",5,"No",6.31
4,4,"BI Developer",5,"No",6.64
5,4,"BI Developer",5,"No",10.25
1,5,"BI Developer",5,"No",6.7
2,5,"BI Developer",5,"No",7.01
3,5,"BI Developer",5,"No",6.25
4,5,"BI Developer",5,"No",6.58
5,5,"BI Developer",5,"No",10.19
1,6,"BI Developer",5,"No",6.42
2,6,"BI Developer",5,"No",6.73
3,6,"BI Developer",5,"No",5.97
4,6,"BI Developer",5,"No",6.3
5,6,"BI Developer",5,"No",9.91
1,7,"BI Developer",5,"No",6.04
2,7,"BI Developer",5,"No",6.35
3,7,"BI Developer",5,"No",5.59
4,7,"BI Developer",5,"No",5.92
5,7,"BI Developer",5,"No",9.53
1,8,"BI Developer",5,"No",5.68
2,8,"BI Developer",5,"No",5.99
3,8,"BI Developer",5,"No",5.23
4,8,"BI Developer",5,"No",5.56
5,8,"BI Developer",5,"No",9.17
1,9,"BI Developer",5,"No",5.46
2,9,"BI Developer",5,"No",5.77
3,9,"BI Developer",5,"No",5.01
4,9,"BI Developer",5,"No",5.34
5,9,"BI Developer",5,"No",8.95
1,10,"BI Developer",5,"No",5.5
2,10,"BI Developer",5,"No",5.81
3,10,"BI Developer",5,"No",5.05
4,10,"BI Developer",5,"No",5.38
5,10,"BI Developer",5,"No",8.99
1,11,"BI Developer",5,"No",5.92
2,11,"BI Developer",5,"No",6.23
3,11,"BI Developer",5,"No",5.47
4,11,"BI Developer",5,"No",5.8
5,11,"BI Developer",5,"No",9.41
1,12,"BI Developer",5,"No",6.84
2,12,"BI Developer",5,"No",7.15
3,12,"BI Developer",5,"No",6.39
4,12,"BI Developer",5,"No",6.72
5,12,"BI Developer",5,"No",10.33
1,1,"Insights Consultant",5,"No",5.92
2,1,"Insights Consultant",5,"No",6.23
3,1,"Insights Consultant",5,"No",5.47
4,1,"Insights Consultant",5,"No",5.8
5,1,"Insights Consultant",5,"No",9.41
1,2,"Insights Consultant",5,"No",7.24
2,2,"Insights Consultant",5,"No",7.55
3,2,"Insights Consultant",5,"No",6.79
4,2,"Insights Consultant",5,"No",7.12
5,2,"Insights Consultant",5,"No",10.73
1,3,"Insights Consultant",5,"No",7.98
2,3,"Insights Consultant",5,"No",8.29
3,3,"Insights Consultant",5,"No",7.53
4,3,"Insights Consultant",5,"No",7.86
5,3,"Insights Consultant",5,"No",11.47
1,4,"Insights Consultant",5,"No",8.26
2,4,"Insights Consultant",5,"No",8.57
3,4,"Insights Consultant",5,"No",7.81
4,4,"Insights Consultant",5,"No",8.14
5,4,"Insights Consultant",5,"No",11.75
1,5,"Insights Consultant",5,"No",8.2
2,5,"Insights Consultant",5,"No",8.51
3,5,"Insights Consultant",5,"No",7.75
4,5,"Insights Consultant",5,"No",8.08
5,5,"Insights Consultant",5,"No",11.69
1,6,"Insights Consultant",5,"No",7.92
2,6,"Insights Consultant",5,"No",8.23
3,6,"Insights Consultant",5,"No",7.47
4,6,"Insights Consultant",5,"No",7.8
5,6,"Insights Consultant",5,"No",11.41
1,7,"Insights Consultant",5,"No",7.54
2,7,"Insights Consultant",5,"No",7.85
3,7,"Insights Consultant",5,"No",7.09
4,7,"Insights Consultant",5,"No",7.42
5,7,"Insights Consultant",5,"No",11.03
1,8,"Insights Consultant",5,"No",7.18
2,8,"Insights Consultant",5,"No",7.49
3,8,"Insights Consultant",5,"No",6.73
4,8,"Insights Consultant",5,"No",7.06
5,8,"Insights Consultant",5,"No",10.67
1,9,"Insights Consultant",5,"No",6.96
2,9,"Insights Consultant",5,"No",7.27
3,9,"Insights Consultant",5,"No",6.51
4,9,"Insights Consultant",5,"No",6.84
5,9,"Insights Consultant",5,"No",10.45
1,10,"Insights Consultant",5,"No",7
2,10,"Insights Consultant",5,"No",7.31
3,10,"Insights Consultant",5,"No",6.55
4,10,"Insights Consultant",5,"No",6.88
5,10,"Insights Consultant",5,"No",10.49
1,11,"Insights Consultant",5,"No",7.42
2,11,"Insights Consultant",5,"No",7.73
3,11,"Insights Consultant",5,"No",6.97
4,11,"Insights Consultant",5,"No",7.3
5,11,"Insights Consultant",5,"No",10.91
1,12,"Insights Consultant",5,"No",8.34
2,12,"Insights Consultant",5,"No",8.65
3,12,"Insights Consultant",5,"No",7.89
4,12,"Insights Consultant",5,"No",8.22
5,12,"Insights Consultant",5,"No",11.83
